start_date,start_time,end_date,end_time,start_freq,end_freq,Loc,NOAA,Imp,cme_date,cme_time,CPA,Width,Speed,Plots,is_halo,width_is_lower_bound
2021/07/13,18:39,07/13,18:50,2100,1100,E90b,,,07/13,19:00,,360,1101,PHTX,True,False
2021/07/15,22:04,07/15,22:37,5100,1600,E90b,,,07/15,21:36,,360,1476,PHTX,True,False
2021/07/24,00:31,07/24,00:45,14000,7000,S16E52,12849,C6.4,07/24,00:36,108,160,587,PHTX faint,False,False
2021/08/26,18:39,08/26,20:00,14000,1250,N20E14,12859,C3.0,08/26,18:48,,360,644,PHTX,True,False
2021/09/08,00:21,09/08,00:25,14000,11500,N22W39,12864,C2.3,09/07,23:36,211,40,592,PHTX,False,False
2021/09/28,06:37,09/28,07:06,14000,6500,S26W43,12871,C1.6,09/28,06:24,206,265,524,PHTX,False,False
2021/10/09,06:51,10/09,07:39,14000,4100,N17E09,12882,M1.6,10/09,07:12,,360,712,PHTX,True,False
2021/10/28,15:37,10/28,16:45,12000,500,S28W01,12887,X1.0,10/28,15:48,,360,1519,PHTX uncertain,True,False
2021/11/01,01:45,11/01,02:06,14000,6700,S29W45,12887,M1.5,11/01,02:00,201,274,753,PHTX,False,False
2021/11/02,02:36,11/02,06:45,14000,340,N19E04,12891,M1.7,11/02,02:48,,360,1473,PHTX,True,False
2021/11/09,17:04,11/09,17:28,14000,4000,N20W99,12891,M2.0,11/09,16:48,279,176,1350,PHTX,False,False
2022/01/12,04:39,01/12,05:24,14000,3700,N36E115,12932,,01/12,04:36,,360,1586,PHTX,True,False
2022/01/18,17:57,01/18,18:10,14000,7000,N09W54,12929,M1.5,01/18,17:48,294,153,1014,PHTX uncertain,False,False
2022/01/20,06:02,01/20,06:41,14000,2200,N08W68,12929,M5.5,01/20,06:12,270,211,1431,PHTX,False,False
2022/01/20,23:31,01/29,23:43,9000,6100,N18E06,12936,M1.1,01/29,23:36,,360,530,PHTX faint,True,False
2022/02/06,13:15,02/06,13:19,14000,11000,S20W07,12939,C3.1,02/06,14:00,,360,334,PHTX,True,False
2022/02/12,09:08,02/12,09:16,14000,9500,S19W84,12939,M1.4,02/12,09:12,268,102,280,PHTX,False,False
2022/02/13,02:32,02/13,02:39,14000,11000,W90b,DIM,,02/13,02:36,280,114,332,PHTX,False,False
2022/02/15,22:22,02/15,22:49,14000,500,NE90b,DIM,,02/15,22:12,,360,1905,PHTX,True,False
2022/03/12,03:13,03/12,03:38,1800,750,S28W63,12964,M2.2,03/12,00:12,242,112,506,PHTX uncertain,False,False
2022/03/25,05:35,03/25,05:43,14000,5000,S18E37,12974,M1.4,03/25,05:48,,369,495,PHTX,True,False
2022/03/31,19:27,03/31,19:56,14000,1800,N12W47,12975,M9.6,03/31,19:12,,360,489,PHTX,True,False
2022/04/02,13:33,04/02,15:05,14000,700,N12W68,12975,M3.9,04/02,13:36,,360,1433,PHTX,True,False
2022/04/11,05:31,04/11,06:10,14000,4300,S14E06,,C1.6,04/11,05:48,,360,940,PHTX,True,False
2022/04/15,13:20,04/15,13:42,9000,1250,N13E107,12994,M2.2,04/15,12:04,93,212,796,PHTX uncertain,False,False
2022/04/21,02:20,04/21,02:22,14000,12000,N22E23,12993,M9.6,04/21,02:24,38,90,357,PHTX,False,False
2022/04/27,15:54,04/27,19:05,2700,400,N26W16,12996,C7.6,04/27,15:05,291,127,807,PHTX,False,False
2022/04/29,07:36,04/29,08:20,2000,450,N25W37,12996,M1.2,04/29,07:36,272,245,1292,PHTX,False,False
2022/04/30,13:58,04/30,14:01,14000,11500,W90b,12994,X1.1,04/30,14:00,260,187,498,PHTX,False,False
2022/05/08,22:50,05/08,23:32,2700,1200,S25E88,13007,C2.1,05/08,22:24,94,175,602,PHTX uncertain,False,False
2022/05/11,18:35,05/11,18:39,8900,3300,S24E41,13007,M1.6,05/11,18:24,101,73,534,PHTX,False,False
2022/05/11,18:47,05/11,18:54,14000,7700,W90b,13004,M2.6,05/11,18:36,237,194,1100,PHTX,False,False
2022/05/28,16:08,05/28,16:11,14000,12500,SE90b,DIM,,05/28,15:12,134,187,568,PHTX,False,False
2022/06/13,03:31,06/13,06:03,14000,1800,N26E53,13032,M3.4,06/13,03:12,,360,1150,PHTX,True,False
2022/07/05,04:23,07/05,04:32,14000,10500,S20W18,13047,C9.8,07/05,04:36,237,259,747,PHTX,False,False
2022/07/08,20:30,07/08,20:51,9000,1400,N20E40,13053,M2.5,07/08,20:36,,360,1223,PHTX uncertain,True,False
2022/07/09,13:57,07/09,15:15,14000,4400,S22W84,13047,C8.5,07/09,13:48,261,148,1034,PHTX,False,False
2022/07/21,01:32,07/21,02:20,14000,1000,N13W02,13060,C5.6,07/21,01:48,,360,875,PHTX,True,False
2022/08/18,11:21,08/18,11:32,14000,8000,S27W37,13078,M1.5,08/18,11:00,,360,1327,PHTX uncertain,True,False
2022/08/26,14:08,08/26,14:28,12000,1800,S27W58,13088,M3.6,08/26,13:36,266,184,737,PHTX,False,False
2022/08/27,03:37,08/27,13:00,1600,140,S19W58,13088,M4.8,08/27,02:24,,360,1284,PHTX,True,False
2022/09/29,12:15,09/29,13:01,14000,3100,N24E111,13112,C5.7,09/29,12:12,105,197,416,PHTX,False,False
2022/10/02,06:40,10/02,07:02,1500,1300,NW90b,DIM,,10/02,05:12,302,116,239,PHTX uncertain,False,False
2022/10/02,20:27,10/02,20:42,14000,1000,N18W50,13110,X1.0,10/02,20:36,,360,1086,PHTX uncertain,True,False
2022/10/04,13:26,10/04,13:30,14000,5800,N17W66,13110,M1.6,10/04,13:25,314,67,1089,PHTX uncertain,False,False
2023/01/03,06:35,01/03,06:40,14000,11000,E90b,DIM,C3.2,01/03,06:36,,360,1129,PHTX uncertain,True,False
2023/01/12,23:21,01/12,23:42,11000,4000,W90b,DIM,,01/12,22:00,250,198,1075,PHTX,False,False
2023/01/19,22:06,01/19,23:53,14000,2000,NW90b,DIM,,01/19,19:48,307,81,1073,PHTX,False,False
2023/02/11,12:00,02/11,18:20,5500,190,N34E24,EP,,02/11,11:12,,360,1498,PHTX,True,False
2023/02/17,20:30,02/18,04:45,10000,180,N25E64,13229,X2.2,02/17,20:12,,360,1315,PHTX,True,False
2023/02/21,20:23,02/21,20:29,8200,2700,NE90b,DIM,,02/21,20:48,55,69,413,PHTX,False,False
2023/02/24,20:41,02/24,21:13,14000,1300,N28W28,13229,M3.7,02/24,20:36,,360,1336,PHTX end has WAVES Data Gap,True,False
2023/03/03,18:14,03/03,19:32,14000,1100,N22W80,13234,X2.1,03/03,18:12,,360,709,PHTX,True,False
2023/03/13,03:41,03/13,09:50,11900,200,E90b,DIM,,03/13,03:36,,360,1699,PHTX,True,False
2023/03/13,10:36,03/13,10:53,4000,1200,N27E07,13217,C3.1,03/13,10:36,326,123,1015,PHTX,False,False
2023/03/20,15:00,03/20,16:22,14000,1700,N32E26,13258,C4.4,03/20,14:42,,360,727,PHTX,True,False
2023/03/28,00:08,03/28,00:30,14000,5600,NW90b,DIM,,03/27,23:36,298,227,622,PHTX faint,False,False
2023/04/21,18:06,04/21,22:26,14000,240,S22W11,13283,M1.7,04/21,18:12,,360,1284,PHTX,True,False
2023/04/27,03:01,04/27,05:15,8500,900,N15E56,13289,C2.6,04/27,02:36,245,68,817,PHTX,False,False
2023/05/03,07:36,05/03,07:48,2500,800,S19W83,13285,C9.6,05/03,08:12,207,32,330,PHTX CME uncertain,False,False
2023/05/04,09:42,05/04,10:55,5200,400,N17E43,13296,M3.9,05/04,08:48,,360,810,PHTX,True,False
2023/05/05,08:04,05/05,08:50,14000,1300,N14E32,13296,M2.1,05/05,08:00,,360,770,PHTX,True,False
2023/05/07,22:57,05/08,00:10,14000,600,N16W06,13296,M1.6,05/07,23:12,,360,1075,PHTX,True,False
2023/05/09,18:51,05/09,20:20,16000,1250,N13W31,13296,M4.2,05/09,19:00,,360,1209,PHTX,True,False
2023/06/17,10:37,06/17,10:42,14000,5500,S22E85,EP,,06/17,10:48,113,154,570,PHTX,False,False
2023/06/20,17:54,06/20,18:30,14000,2000,S17E73,13341,X1.1,06/20,17:12,,360,1113,PHTX,True,False
2023/07/04,04:21,07/04,05:40,4100,1200,S22E12,13359,,07/04,04:12,149,276,535,PHTX,False,False
2023/07/10,03:53,07/10,15:00,14000,270,S13W49,13358,M2.4,07/10,04:00,,360,1160,PHTX end uncertain,True,False
2023/07/11,19:58,07/11,21:21,14000,2400,S32E07,EP,,07/11,19:24,,360,826,PHTX onset uncertain,True,False
2023/07/14,19:53,07/14,20:27,9500,3400,S16E12,13370,C8.8,07/14,19:03,188,216,862,PHTX interaction feature?,False,False
2023/07/15,08:59,07/15,09:04,6000,2100,N21W122,13360,C4.6,07/15,08:33,234,62,983,PHTX,False,False
2023/07/15,20:11,07/15,21:13,14000,1400,N21W130,13360,,07/15,20:06,,360,1815,PHTX best seen by PSP,True,False
2023/07/16,05:43,07/16,06:10,2300,1100,N21W132,13360,,07/16,04:42,,360,1970,PHTX,True,False
2023/07/16,13:48,07/16,14:05,6000,1800,N21W140,13360,,07/16,13:41,,360,1829,PHTX,True,False
2023/07/16,14:10,07/16,15:03,13000,1600,N21W140,13360,,07/16,13:41,,360,1829,PHTX,True,False
2023/07/17,23:44,07/18,05:55,14000,160,S26W78,13363,M5.7,07/17,23:36,,360,1385,PHTX,True,False
2023/07/28,15:57,07/28,16:13,14000,6300,N23W105,13376,M4.1,07/28,16:00,,360,1896,PHTX,True,False
2023/08/01,20:26,08/01,20:45,2500,1050,N17E58,DIM,C5.2,08/01,20:24,67,110,470,PHTX,False,False
2023/08/02,08:22,08/02,08:34,14000,5700,N08W27,13386,C9.3,08/02,09:12,,360,572,PHTX,True,False
2023/08/05,07:02,08/05,07:59,16000,2200,N10W63,13386,M1.6,08/05,07:00,,360,1000,PHTX,True,False
2023/08/05,22:27,08/06,00:00,4000,500,N11W77,13386,X1.6,08/05,22:12,,360,1647,PHTX,True,False
2023/08/06,20:03,08/06,21:06,4200,2300,N07W86,13386,M5.5,08/06,18:48,242,236,1182,PHTX,False,False
2023/08/07,21:02,08/07,21:46,6800,1850,N14W103,13386,X1.5,08/07,20:48,,360,1851,PHTX faint,True,False
2023/08/10,02:51,08/10,03:03,16000,7000,S21W78,13398,C5.5,08/10,02:36,250,183,674,PHTX,False,False
2023/08/18,19:41,08/18,20:13,14000,9000,N19W43,13409,C3.7,08/18,19:48,303,85,456,PHTX,False,False
2023/08/20,07:01,08/20,07:06,3100,2500,N21W60,13409,C3.7,08/20,06:45,285,26,380,PHTX uncertain,False,False
2023/08/30,23:25,08/31,01:47,3500,1150,N26W11,EP,,08/30,22:00,143,263,422,PHTX,False,False
2023/08/31,04:30,08/31,05:08,3500,1350,N18W48,13413,,08/31,04:12,296,112,750,PHTX interaction?,False,False
2023/09/03,09:20,09/03,10:50,16000,4000,N15W95,13413,M6.0,09/03,09:12,305,249,1349,PHTX,False,False
2023/09/05,20:29,09/05,22:00,12000,600,N09W134,13414,,09/05,20:36,,360,969,PHTX,True,False
2023/09/08,11:34,09/08,11:56,16000,8100,N11W163,13413,,09/08,11:36,,360,1001,PHTX,True,False
2023/09/19,09:53,09/19,10:02,16000,9100,N07E51,13435,M1.8,09/19,10:00,141,125,418,PHTX,False,False
2023/09/19,20:26,09/19,20:35,16000,7200,N08E45,13435,M4.0,09/19,20:36,146,114,483,PHTX,False,False
2023/09/19,22:47,09/19,23:00,16000,11100,N08E41,13435,C9.7,09/19,23:12,81,89,383,PHTX,False,False
2023/09/21,13:52,09/21,14:02,2500,1800,N08E22,13435,M8.7,09/21,13:36,184,84,593,PHTX uncertain,False,False
2023/10/17,05:32,10/17,05:43,14000,2000,S20W32,13463,C2.2,10/17,05:24,206,205,610,PHTX uncertain,False,False
2023/10/26,23:20,10/26,23:37,14000,6000,N20E86,EP,M1.4,10/26,23:14,,360,1238,PHTX,True,False
2023/11/28,19:42,11/28,20:06,14000,1000,S16W00,13500,M9.8,11/28,20:12,,360,741,PHTX uncertain,True,False
2023/12/14,17:36,12/14,22:00,14000,330,N08W53,13514,X2.8,12/14,17:12,,360,948,PHTX,True,False
2023/12/31,21:57,01/01,00:50,16000,330,N04E73,13536,X5.0,12/31,22:00,,360,2852,PHTX end uncertain,True,False
2024/01/10,19:21,01/10,19:50,12500,6000,N10W50,13536,C6.5,01/10,19:24,276,192,736,PHTX,False,False
2024/01/14,12:00,01/14,12:18,14000,6000,N01W89,13543,C9.6,01/14,12:00,254,215,883,PHTX,False,False
2024/01/20,09:13,01/20,09:24,14000,5000,S16E17,EP,C3.5,01/20,09:12,,360,850,PHTX,True,False
2024/01/29,04:27,01/29,05:27,14000,4000,N25W70,13559,M6.8,01/29,04:24,,360,1554,PHTX multilane,True,False
2024/02/06,12:43,02/06,14:06,3800,650,N90b,DIM,,02/06,11:48,,360,980,"PHTX end time SWAVES, best seen by PSP",True,False
2024/02/07,03:31,02/07,03:39,14000,8500,S40W78,13575,M5.1,02/07,03:24,,360,1452,PHTX,True,False
2024/02/09,13:17,02/09,15:30,14000,600,S37W111,13575,X3.3,02/09,13:25,,360,2782,PHTX multilane,True,False
2024/02/10,03:52,02/10,05:17,14000,1200,S15E83,13584,M3.4,02/10,03:48,,360,1418,PHTX,True,False
2024/02/10,07:04,02/10,07:15,14000,4000,S16E03,13576,C8.1,02/10,06:48,197,206,805,PHTX,False,False
2024/02/10,23:17,02/10,23:35,14000,7500,S10W12,13576,M9.0,02/10,23:36,,360,817,PHTX,True,False
2024/02/12,06:38,02/12,09:00,14000,250,S36W135,13575,,02/12,06:36,,360,2792,PHTX end time uncertain,True,False
2024/02/14,04:16,02/14,06:08,14000,950,SW90b,DIM,,02/14,04:12,,360,2191,PHTX,True,False
2024/02/15,09:37,02/15,10:40,14000,2700,S90b,DIM,,02/15,09:24,,360,1751,PHTX,True,False
2024/02/16,07:07,02/16,07:09,14000,12000,S19W86,13576,X2.5,02/16,06:36,215,128,615,PHTX uncertain,False,False
2024/02/17,14:05,02/17,14:12,14000,8000,SE90b,,,02/17,13:36,,360,1234,PHTX best seen by PSP,True,False
2024/02/17,14:43,02/17,16:45,6500,450,SE90b,,,02/17,14:48,,360,1744,PHTX best seen by PSP,True,False
2024/02/20,00:08,02/20,00:55,14000,4500,SW90b,,,02/19,23:24,282,145,781,PHTX uncertain,False,False
2024/03/08,03:50,03/08,04:15,14000,3800,NW90b,,,03/08,04:17,317,168,514,PHTX best seen by PSP,False,False
2024/03/21,18:47,03/21,19:00,14000,4500,N31E28,13614,C5.8,03/21,18:36,22,180,670,PHTX multilane,False,False
2024/03/23,01:26,03/24,02:40,14000,80,N27E08,13614,X1.1,03/23,01:25,,360,1470,PHTX multilane,True,False
2024/04/21,21:56,04/21,22:23,14000,4000,S17W37,13638,M3.4,04/21,22:12,207,156,708,PHTX multilane,False,False
2024/04/23,18:00,04/23,19:00,16000,5600,S08W59,13645,M2.9,04/23,18:00,243,173,596,PHTX onset from SWAVES,False,False
2024/05/03,02:25,05/03,02:28,5000,2500,N25E07,13663,X1.1,05/03,02:48,,360,808,"PHTX WAVES Data Gap, SWAVES data",True,False
2024/05/08,05:21,05/08,05:25,12000,9300,S22W11,13664,X1.0,05/08,05:36,,360,530,PHTX uncertain,True,False
2024/05/08,12:11,05/08,12:31,3700,2500,S20W17,13664,M8.7,05/08,12:24,,360,677,PHTX uncertain,True,False
2024/05/08,21:44,05/08,22:19,11000,1300,S20W17,13664,X1.1,05/08,22:24,,360,952,PHTX multilane,True,False
2024/05/09,09:20,05/09,09:24,14000,1700,S20W26,13664,X2.2,05/09,09:24,,360,1280,PHTX multilane,True,False
2024/05/09,11:59,05/09,12:03,7000,2200,S16W40,13664,M3.1,05/09,12:24,294,53,561,PHTX,False,False
2024/05/09,18:02,05/09,18:17,2400,650,S14W28,13664,X1.1,05/09,18:52,,360,1024,PHTX multilane,True,False
2024/05/10,06:55,05/10,06:57,4300,1800,S17W34,13664,X3.9,05/10,07:12,,360,953,PHTX,True,False
2024/05/11,01:33,05/11,06:29,16000,210,S15W45,13664,X5.8,05/11,01:36,,360,1614,"PHTX multilane, onset from SWAVES",True,False
2024/05/13,09:32,05/13,12:13,8500,640,S20W81,13664,M6.6,05/13,08:48,,360,1690,PHTX multilane,True,False
2024/05/14,02:12,05/14,03:19,3400,230,S19W88,13664,X1.7,05/14,02:00,274,172,805,"PHTX multilane, PSP onset at higher freq, interaction?",False,False
2024/05/14,12:56,05/14,13:06,3500,2100,S17W92,13664,X1.2,05/14,13:00,266,78,749,PHTX PSP another later onset at higher freq,False,False
2024/05/14,17:00,05/14,23:40,7800,230,S18W96,13664,X8.7,05/14,17:00,,360,2010,PHTX end from SWAVES,True,False
2024/05/14,18:07,05/14,19:25,10000,2800,N17E72,13682,M4.5,05/14,17:48,,360,1407,PHTX,True,False
2024/05/15,08:33,05/15,08:45,12000,3800,S18W98,13664,X3.5,05/15,08:36,,360,1648,PHTX PSP end time much later,True,False
2024/05/15,10:37,05/15,11:38,14000,1800,N36E34,DIM,,05/15,10:36,356,86,556,PHTX,False,False
2024/05/15,11:43,05/15,11:58,11000,3800,SW90b,13664,M3.6,05/15,10:48,254,114,993,PHTX,False,False
2024/05/17,22:05,05/17,22:45,14000,4500,S10E67,13685,M7.3,05/17,21:12,92,260,1098,PHTX,False,False
2024/05/20,05:38,05/20,06:21,10500,1300,S18W171,13664,,05/20,05:36,,360,1459,PHTX,True,False
2024/05/27,07:24,05/27,07:35,14000,7400,SE90b,,X2.8,05/27,07:24,,360,1292,PHTX uncertain,True,False
2024/06/01,20:26,06/01,21:58,5000,1500,S19E18,13697,M7.3,06/01,18:48,,360,946,PHTX,True,False
2024/06/08,01:43,06/08,05:20,16000,600,S18W53,13697,M3.3,06/08,01:48,,360,1427,"PHTX RAD1 Data Gap, SWAVES data",True,False
2024/06/21,23:49,06/22,00:37,16000,1800,E90b,DIM,,06/21,23:48,66,268,1388,"PHTX RAD1 Data Gap, SWAVES data",False,False
2024/07/04,14:36,07/04,15:36,16000,5200,S20W73,13732,M1.0,07/04,14:36,245,131,305,PHTX SWAVES data,False,False
2024/07/16,13:44,07/16,15:47,16000,1400,S06W85,13738,X1.9,07/16,13:36,278,236,580,PHTX SWAVES data,False,False
2024/07/16,22:36,07/16,23:18,13000,4000,N18W10,13744,M9.1,07/16,23:24,,360,402,PHTX multilane,True,False
2024/07/21,16:31,07/21,17:17,2400,340,N17E21,13757,M1.0,07/21,16:48,,360,601,PHTX end time uncertain,True,False
2024/07/23,14:18,07/23,15:10,16000,4700,S10E77,13765,M2.4,07/23,14:12,,360,1031,PHTX multilane,True,False
2024/07/26,21:08,07/26,21:19,3000,2500,S20W07,13768,EP,07/26,20:36,147,198,540,PHTX end time uncertain,False,False
2024/07/27,05:53,07/27,16:07,4800,3000,N90b,,,07/27,04:48,,360,1426,PHTX uncertain,True,False
2024/07/28,10:51,07/28,12:00,4900,650,S11W40,13762,M7.7,07/28,11:12,289,50,918,PHTX CME revised on 2025/08/13,False,False
2024/07/28,22:22,07/29,00:22,1500,1000,S15W25,13768,M1.7,07/28,14:36,197,188,612,"PHTX SWAVES data, uncertain CME",False,False
2024/07/29,18:10,07/29,23:15,1400,400,S11W56,13762,M1.6,07/29,13:25,,360,956,"PHTX SWAVES data, uncertain CME",True,False
2024/08/01,12:15,08/01,16:43,2100,800,S16W80,13768,M4.1,08/01,11:36,130,123,1803,PHTX SWAVES data,False,False
2024/08/02,10:55,08/02,13:30,1050,500,S14W90,13768,M7.3,08/02,05:00,269,203,1141,PHTX SWAVES data,False,False
2024/08/04,15:45,08/04,19:31,16000,2800,S09E69,13780,M2.2,08/04,15:27,102,137,701,"PHTX faint, SWAVES data",False,False
2024/08/05,06:10,08/05,07:29,16000,1500,S11E62,13780,M6.1,08/05,05:36,173,45,973,PHTX SWAVES data,False,False
2024/08/05,15:51,08/05,15:54,14000,12500,S08E55,13780,X1.1,08/05,15:48,97,160,502,PHTX,False,False
2024/08/07,14:05,08/07,14:21,16000,5000,S11E09,13777,M5.4,08/07,14:12,,360,658,PHTX,True,False
2024/08/08,20:13,08/08,20:31,14000,8000,S03W23,13777,X1.3,08/08,19:48,,360,789,PHTX,True,False
2024/08/09,21:25,08/09,21:58,14000,2100,S04W40,13774,M4.5,08/09,21:36,,360,638,PHTX faint,True,False
2024/08/14,18:15,08/15,01:10,1400,550,N12E05,13784,X1.1,08/14,08:24,,360,570,"PHTX SWAVES data, uncertain CME",True,False
2024/09/09,03:20,09/09,08:50,2000,230,S08W94,DIM,M1.0,09/09,00:36,266,211,836,"PHTX SWAVES data, uncertain, very faint",False,False
2024/09/09,05:30,09/09,05:46,16000,5500,E90b,,,09/09,05:24,,360,1522,PHTX,True,False
2024/09/14,15:34,09/15,08:40,16000,170,S15E56,13825,X4.5,09/14,15:36,,360,2366,PHTX,True,False
2024/09/22,21:37,09/23,05:55,12000,200,S20E63,13835,M3.7,09/22,21:36,,360,1256,PHTX,True,False
